OrderID,OrderDate,Model,Storage,Color,Region,City,Channel,UnitPrice,Quantity,DiscountRate,GrossSales,NetSales,COGS,Profit
IP11999,04-09-2024,iPhone 14 Pro,1TB,White,West,Mumbai,Store,115000,1,0.2,115000,92000,89800,2200
IP12000,30-12-2023,iPhone 15,256GB,Gold,West,Ahmedabad,Online,80300,1,0.05,80300,76285,63900,12385
IP12001,02-08-2023,iPhone 14,256GB,Blue,South,Bengaluru,Online,84000,1,0.2,84000,67200,69500,-2300
IP12002,01-06-2025,iPhone 15 Pro,128GB,White,West,Mumbai,Store,134000,2,0.1,268000,241200,227000,14200
IP12003,09-10-2024,iPhone 14,256GB,White,West,Mumbai,Store,83100,1,0.1,83100,74790,67600,7190
IP12004,15-07-2024,iPhone 14,256GB,Blue,North,Delhi,Store,70400,1,0,70400,70400,55900,14500
IP12005,27-04-2024,iPhone 15,128GB,Red,South,Chennai,Online,82600,2,0.15,165200,140420,129000,11420
IP12006,23-11-2024,iPhone 15,1TB,White,South,Chennai,Online,90900,2,0,181800,181800,132400,49400
IP12007,22-10-2023,iPhone 14,128GB,White,South,Bengaluru,Store,73000,1,0.2,73000,58400,59000,-600
IP12008,30-07-2023,iPhone 14 Pro,512GB,Red,South,Bengaluru,Online,126600,1,0.2,126600,101280,91600,9680
IP12009,24-04-2024,iPhone 14 Pro,1TB,Blue,North,Chandigarh,Online,116200,1,0,116200,116200,96800,19400
IP12010,25-04-2025,iPhone 15,1TB,Red,North,Chandigarh,Store,86800,1,0.1,86800,78120,73600,4520
IP12011,11-04-2023,iPhone 13,1TB,Silver,West,Mumbai,Online,69700,1,0.15,69700,59245,49300,9945
IP12012,31-08-2023,iPhone 15,128GB,Blue,West,Mumbai,Online,84200,1,0.05,84200,79990,69500,10490
IP12013,14-08-2023,iPhone 14,128GB,White,South,Bengaluru,Store,83300,1,0,83300,83300,65300,18000
IP12014,03-09-2024,iPhone 13,256GB,Silver,West,Pune,Store,68600,1,0.05,68600,65170,51300,13870
IP12015,11-02-2024,iPhone 15,256GB,White,South,Hyderabad,Online,87600,2,0.1,175200,157680,125600,32080
IP12016,05-06-2023,iPhone 13,256GB,Black,East,Kolkata,Store,65800,1,0.15,65800,55930,54000,1930
IP12017,22-11-2023,iPhone 15 Pro Max,512GB,Blue,West,Mumbai,Online,148900,1,0.1,148900,134010,110000,24010
IP12018,05-05-2025,iPhone 13,1TB,Black,South,Chennai,Online,70500,2,0.2,141000,112800,103000,9800
IP12019,10-11-2024,iPhone 15,256GB,White,North,Delhi,Store,94100,1,0.05,94100,89395,74900,14495
IP12020,24-01-2023,iPhone 13,1TB,Black,North,Chandigarh,Store,63700,2,0.15,127400,108290,91000,17290
IP12021,29-12-2023,iPhone 15 Pro,1TB,White,North,Chandigarh,Store,122200,2,0.15,244400,207740,171200,36540
IP12022,04-11-2024,iPhone 14 Pro,256GB,Blue,West,Ahmedabad,Online,123000,1,0.15,123000,104550,87800,16750
IP12023,27-08-2024,iPhone 15,256GB,White,South,Hyderabad,Online,93900,1,0.05,93900,89205,70500,18705
IP12024,10-04-2024,iPhone 14,128GB,Silver,North,Lucknow,Store,81800,2,0.1,163600,147240,126800,20440
IP12025,25-08-2023,iPhone 15 Pro,128GB,White,South,Chennai,Online,140800,2,0.1,281600,253440,212000,41440
IP12026,18-09-2023,iPhone 14 Pro,1TB,Silver,West,Mumbai,Store,112600,1,0.15,112600,95710,81400,14310
IP12027,13-04-2023,iPhone 14 Pro,256GB,Gold,North,Lucknow,Store,124100,1,0,124100,124100,89700,34400
IP12028,07-01-2025,iPhone 14,256GB,Black,South,Hyderabad,Online,75400,2,0.05,150800,143260,109800,33460
IP12029,09-07-2023,iPhone 14,1TB,Blue,North,Lucknow,Store,75700,1,0.15,75700,64345,60100,4245
IP12030,23-01-2025,iPhone 14 Pro,256GB,Silver,East,Patna,Online,133900,1,0.15,133900,113815,109400,4415
IP12031,22-04-2023,iPhone 15 Pro,512GB,Gold,East,Kolkata,Store,135100,1,0.2,135100,108080,113000,-4920
IP12032,14-04-2025,iPhone 14 Pro,512GB,White,West,Pune,Store,122500,1,0.2,122500,98000,92700,5300
IP12033,17-08-2024,iPhone 15,128GB,Silver,West,Ahmedabad,Store,89700,1,0,89700,89700,68400,21300
IP12034,15-04-2024,iPhone 14 Pro,1TB,Silver,North,Lucknow,Online,132300,1,0,132300,132300,96900,35400
IP12035,17-10-2023,iPhone 14,1TB,Black,North,Lucknow,Store,78200,1,0.05,78200,74290,60600,13690
IP12036,25-04-2023,iPhone 14 Pro,512GB,Red,East,Bhubaneswar,Online,125200,2,0.2,250400,200320,182400,17920
IP12037,03-03-2025,iPhone 14,1TB,Gold,South,Bengaluru,Online,80800,2,0,161600,161600,126600,35000
IP12038,08-02-2023,iPhone 14,512GB,Gold,South,Hyderabad,Online,72600,2,0.2,145200,116160,108800,7360
IP12039,15-03-2023,iPhone 14 Pro,256GB,Silver,South,Chennai,Online,120000,1,0,120000,120000,84700,35300
IP12040,11-10-2023,iPhone 15 Pro Max,256GB,Silver,South,Hyderabad,Online,159900,1,0.2,159900,127920,135700,-7780
IP12041,21-01-2025,iPhone 15 Pro,1TB,White,West,Mumbai,Store,123600,1,0.1,123600,111240,96200,15040
IP12042,18-05-2025,iPhone 15,1TB,Red,East,Patna,Online,94600,1,0.1,94600,85140,79000,6140
IP12043,16-12-2024,iPhone 13,128GB,Blue,West,Mumbai,Online,74700,1,0,74700,74700,56100,18600
IP12044,09-08-2023,iPhone 15,256GB,White,East,Kolkata,Online,94100,1,0.15,94100,79985,79000,985
IP12045,08-02-2025,iPhone 14,1TB,Red,South,Bengaluru,Store,76800,1,0,76800,76800,60600,16200
IP12046,02-07-2023,iPhone 14,512GB,White,East,Kolkata,Online,81600,1,0.05,81600,77520,61600,15920
IP12047,14-09-2024,iPhone 15,256GB,Silver,West,Pune,Online,92700,1,0,92700,92700,76400,16300
IP12048,24-04-2024,iPhone 15 Pro,512GB,Gold,North,Lucknow,Store,142900,1,0.05,142900,135755,108300,27455
IP12049,24-05-2024,iPhone 15 Pro Max,1TB,Blue,North,Lucknow,Store,157100,1,0.05,157100,149245,112400,36845
IP12050,14-02-2025,iPhone 13,512GB,Blue,North,Chandigarh,Store,74500,1,0,74500,74500,55500,19000
IP12051,28-03-2023,iPhone 15 Pro Max,1TB,Red,South,Hyderabad,Store,151700,1,0.1,151700,136530,122500,14030
IP12052,06-11-2023,iPhone 14,128GB,Black,West,Mumbai,Store,83000,1,0.15,83000,70550,61800,8750
IP12053,02-12-2024,iPhone 15,128GB,Silver,North,Chandigarh,Store,81200,2,0.1,162400,146160,122800,23360
IP12054,05-10-2023,iPhone 15 Pro Max,512GB,Red,West,Pune,Online,163500,2,0,327000,327000,230000,97000
IP12055,05-11-2024,iPhone 13,1TB,White,East,Kolkata,Store,71700,1,0.1,71700,64530,56300,8230
IP12056,25-02-2024,iPhone 13,1TB,Gold,East,Bhubaneswar,Store,65600,2,0,131200,131200,99000,32200
IP12057,20-03-2023,iPhone 15 Pro,128GB,Gold,North,Lucknow,Online,144300,1,0,144300,144300,120200,24100
IP12058,27-05-2025,iPhone 14,512GB,Gold,East,Patna,Online,80100,2,0.1,160200,144180,119800,24380
IP12059,11-03-2025,iPhone 15 Pro Max,1TB,Red,North,Chandigarh,Store,168000,1,0,168000,168000,131800,36200
IP12060,28-11-2024,iPhone 14,256GB,Black,West,Mumbai,Store,79700,1,0.15,79700,67745,64000,3745
IP12061,25-04-2023,iPhone 13,1TB,Blue,West,Ahmedabad,Store,67600,1,0.1,67600,60840,48100,12740
IP12062,27-08-2023,iPhone 14,512GB,Red,North,Chandigarh,Store,71200,1,0.1,71200,64080,57000,7080
IP12063,21-08-2023,iPhone 14,256GB,Gold,West,Ahmedabad,Store,76100,2,0.1,152200,136980,126400,10580
IP12064,19-11-2024,iPhone 14,1TB,Black,West,Pune,Online,70600,1,0.1,70600,63540,53500,10040
IP12065,13-06-2023,iPhone 14 Pro,128GB,Silver,North,Lucknow,Store,122700,1,0.1,122700,110430,87600,22830
IP12066,03-04-2025,iPhone 15 Pro,1TB,Silver,South,Chennai,Online,125000,2,0.1,250000,225000,203600,21400
IP12067,10-09-2023,iPhone 15 Pro Max,1TB,Blue,West,Pune,Store,148600,2,0.05,297200,282340,212800,69540
IP12068,29-06-2023,iPhone 14,512GB,Black,North,Delhi,Store,79800,1,0.2,79800,63840,65500,-1660
IP12069,30-03-2025,iPhone 15 Pro Max,512GB,Gold,South,Chennai,Online,142200,1,0.05,142200,135090,108400,26690
IP12070,15-03-2024,iPhone 13,128GB,Silver,East,Patna,Online,68900,1,0.1,68900,62010,58600,3410
IP12071,13-04-2023,iPhone 15 Pro,512GB,Red,South,Chennai,Online,135500,2,0.1,271000,243900,195800,48100
IP12072,19-08-2023,iPhone 15 Pro,128GB,Blue,South,Chennai,Online,147600,2,0.05,295200,280440,226400,54040
IP12073,01-04-2024,iPhone 15 Pro,256GB,Silver,West,Mumbai,Store,133700,1,0.05,133700,127015,99800,27215
IP12074,10-01-2024,iPhone 15 Pro Max,256GB,White,South,Chennai,Online,141900,2,0.05,283800,269610,237200,32410
IP12075,10-05-2023,iPhone 13,512GB,White,North,Lucknow,Store,67000,1,0.15,67000,56950,49500,7450
IP12076,16-10-2024,iPhone 15,256GB,Red,South,Hyderabad,Store,82500,1,0.2,82500,66000,58500,7500
IP12077,12-11-2024,iPhone 15,512GB,Silver,West,Pune,Store,90000,1,0.1,90000,81000,65600,15400
IP12078,05-01-2025,iPhone 14 Pro,256GB,Blue,West,Mumbai,Online,132800,1,0.1,132800,119520,103400,16120
IP12079,26-03-2023,iPhone 15 Pro Max,256GB,Gold,South,Bengaluru,Store,157400,1,0.2,157400,125920,133000,-7080
IP12080,29-12-2023,iPhone 14 Pro,128GB,Gold,South,Hyderabad,Store,112700,1,0.2,112700,90160,87900,2260
IP12081,06-05-2025,iPhone 14,1TB,Blue,North,Chandigarh,Store,79700,1,0.15,79700,67745,61300,6445
IP12082,26-02-2024,iPhone 15 Pro,1TB,Black,South,Bengaluru,Store,135300,1,0.2,135300,108240,109800,-1560
IP12083,02-07-2024,iPhone 15 Pro Max,128GB,Blue,East,Bhubaneswar,Online,165000,1,0,165000,165000,117700,47300
IP12084,21-02-2023,iPhone 15 Pro Max,512GB,Black,West,Ahmedabad,Store,162500,1,0,162500,162500,117200,45300
IP12085,23-07-2023,iPhone 15 Pro Max,1TB,Red,South,Chennai,Online,148300,1,0.15,148300,126055,122700,3355
IP12086,16-05-2023,iPhone 14 Pro,512GB,Blue,South,Hyderabad,Store,121000,1,0.05,121000,114950,92700,22250
IP12087,29-07-2024,iPhone 15 Pro,512GB,Black,North,Lucknow,Store,146500,1,0.2,146500,117200,115400,1800
IP12088,11-06-2024,iPhone 13,128GB,Gold,North,Lucknow,Store,60900,1,0.05,60900,57855,47400,10455
IP12089,22-06-2025,iPhone 15 Pro Max,256GB,White,South,Bengaluru,Online,149400,1,0.15,149400,126990,111300,15690
IP12090,03-09-2024,iPhone 15 Pro Max,128GB,Blue,North,Delhi,Store,141400,2,0.2,282800,226240,206600,19640
IP12091,17-05-2024,iPhone 15 Pro Max,1TB,Red,East,Bhubaneswar,Store,151900,1,0.05,151900,144305,113400,30905
IP12092,18-11-2024,iPhone 14 Pro,256GB,Black,West,Pune,Online,119600,1,0.15,119600,101660,96900,4760
IP12093,12-08-2023,iPhone 14 Pro,1TB,Black,South,Chennai,Store,116700,2,0.05,233400,221730,179600,42130
IP12094,12-06-2023,iPhone 14,512GB,Silver,North,Chandigarh,Store,75000,2,0,150000,150000,114800,35200
IP12095,14-11-2023,iPhone 15 Pro,512GB,Black,North,Lucknow,Online,141900,2,0.1,283800,255420,231400,24020
IP12096,06-04-2023,iPhone 13,256GB,Black,North,Delhi,Store,67400,2,0.15,134800,114580,109000,5580
IP12097,29-01-2024,iPhone 14 Pro,128GB,Gold,West,Mumbai,Online,132000,2,0.05,264000,250800,187800,63000
IP12098,04-08-2024,iPhone 15 Pro Max,1TB,White,South,Chennai,Online,156900,1,0.05,156900,149055,118700,30355
IP12099,10-11-2023,iPhone 15 Pro,512GB,Gold,South,Chennai,Online,123800,2,0.2,247600,198080,199600,-1520
IP12100,28-02-2025,iPhone 14,1TB,Black,North,Lucknow,Online,70300,1,0.1,70300,63270,56100,7170
IP12101,30-11-2023,iPhone 14 Pro,128GB,Blue,South,Hyderabad,Online,124900,1,0,124900,124900,106200,18700
IP12102,04-06-2025,iPhone 15,256GB,Gold,South,Hyderabad,Store,87300,1,0.15,87300,74205,64900,9305
IP12103,03-02-2023,iPhone 15 Pro Max,1TB,Red,North,Lucknow,Online,141500,1,0.1,141500,127350,108200,19150
IP12104,14-11-2023,iPhone 14,512GB,White,South,Chennai,Online,77500,2,0.15,155000,131750,113000,18750
IP12105,01-12-2024,iPhone 13,512GB,Black,East,Bhubaneswar,Online,66100,1,0.2,66100,52880,53100,-220
IP12106,23-04-2023,iPhone 13,512GB,Gold,East,Bhubaneswar,Online,64000,2,0.1,128000,115200,106600,8600
IP12107,06-04-2025,iPhone 14 Pro,256GB,Red,South,Chennai,Store,116700,2,0.15,233400,198390,188000,10390
IP12108,14-02-2023,iPhone 15,1TB,Black,East,Kolkata,Store,88100,1,0,88100,88100,65100,23000
IP12109,26-06-2023,iPhone 14 Pro,1TB,Gold,East,Patna,Store,129200,1,0.1,129200,116280,94700,21580
IP12110,24-09-2023,iPhone 15 Pro Max,128GB,Gold,North,Delhi,Online,159400,1,0.1,159400,143460,124700,18760
IP12111,17-11-2024,iPhone 15 Pro,256GB,Silver,West,Ahmedabad,Online,147700,1,0.2,147700,118160,117200,960
IP12112,21-05-2025,iPhone 13,128GB,Blue,East,Kolkata,Store,67900,1,0.2,67900,54320,54900,-580
IP12113,19-11-2023,iPhone 13,1TB,Silver,South,Hyderabad,Store,67200,1,0,67200,67200,51100,16100
IP12114,30-10-2023,iPhone 14,128GB,Red,South,Bengaluru,Store,72900,2,0,145800,145800,108000,37800
IP12115,22-11-2024,iPhone 15 Pro Max,256GB,Red,South,Hyderabad,Online,151500,1,0,151500,151500,109800,41700
IP12116,30-05-2025,iPhone 15,256GB,Silver,North,Chandigarh,Online,89100,1,0.05,89100,84645,71800,12845
IP12117,02-04-2025,iPhone 15 Pro Max,512GB,White,East,Kolkata,Store,146500,2,0.15,293000,249050,224600,24450
IP12118,19-09-2024,iPhone 13,256GB,White,South,Hyderabad,Store,65600,1,0.15,65600,55760,47300,8460
IP12119,22-08-2023,iPhone 15 Pro Max,512GB,White,West,Pune,Online,163400,1,0.15,163400,138890,129300,9590
IP12120,08-06-2025,iPhone 15,1TB,Blue,South,Chennai,Store,92600,1,0.2,92600,74080,66000,8080
IP12121,22-03-2024,iPhone 13,1TB,Black,East,Kolkata,Online,64300,2,0,128600,128600,107600,21000
IP12122,18-06-2024,iPhone 15 Pro Max,128GB,Black,South,Chennai,Online,150500,1,0.05,150500,142975,106500,36475
IP12123,21-03-2023,iPhone 15 Pro,512GB,White,West,Ahmedabad,Store,146200,1,0.1,146200,131580,119900,11680
IP12124,01-11-2024,iPhone 15 Pro,512GB,Blue,West,Mumbai,Online,145600,1,0.15,145600,123760,120400,3360
IP12125,16-06-2025,iPhone 14,128GB,Gold,East,Kolkata,Online,73100,1,0.2,73100,58480,52900,5580
IP12126,20-05-2025,iPhone 13,1TB,Red,North,Delhi,Online,69400,1,0,69400,69400,56800,12600
IP12127,16-01-2023,iPhone 15,256GB,Black,North,Delhi,Store,90100,1,0.2,90100,72080,76600,-4520
IP12128,27-09-2024,iPhone 14 Pro,1TB,Silver,South,Chennai,Online,130900,1,0.2,130900,104720,98700,6020
IP12129,17-08-2023,iPhone 14,256GB,Silver,West,Mumbai,Online,78300,1,0.05,78300,74385,56200,18185
IP12130,26-07-2024,iPhone 14 Pro,512GB,White,West,Pune,Online,115500,1,0,115500,115500,85200,30300
IP12131,22-11-2023,iPhone 15,1TB,White,West,Ahmedabad,Online,87500,1,0.05,87500,83125,67300,15825
IP12132,25-02-2025,iPhone 14,256GB,Blue,East,Kolkata,Store,79400,1,0,79400,79400,65200,14200
IP12133,14-06-2023,iPhone 14,512GB,Gold,South,Bengaluru,Store,75000,1,0,75000,75000,58100,16900
IP12134,02-06-2023,iPhone 13,128GB,Red,North,Lucknow,Online,70400,1,0.1,70400,63360,54600,8760
IP12135,13-06-2024,iPhone 14 Pro,128GB,White,North,Lucknow,Online,128600,1,0,128600,128600,96500,32100
IP12136,29-11-2023,iPhone 15,128GB,Gold,North,Chandigarh,Online,87300,1,0.05,87300,82935,61200,21735
IP12137,10-04-2024,iPhone 15 Pro Max,128GB,Gold,North,Delhi,Store,140800,1,0.2,140800,112640,106300,6340
IP12138,14-03-2024,iPhone 15 Pro Max,1TB,Blue,East,Patna,Online,140000,2,0.15,280000,238000,236200,1800
IP12139,31-03-2025,iPhone 15 Pro,512GB,Blue,East,Patna,Online,137800,1,0.15,137800,117130,100300,16830
IP12140,17-05-2024,iPhone 15 Pro,512GB,White,South,Chennai,Online,140300,2,0.15,280600,238510,211400,27110
IP12141,14-05-2024,iPhone 14 Pro,256GB,Blue,North,Chandigarh,Store,112900,1,0.05,112900,107255,85600,21655
IP12142,23-08-2024,iPhone 13,1TB,Red,South,Chennai,Online,71200,1,0.1,71200,64080,49900,14180
IP12143,27-09-2023,iPhone 14,1TB,Red,East,Patna,Store,72500,1,0.15,72500,61625,51600,10025
IP12144,24-05-2023,iPhone 15,1TB,Blue,West,Pune,Store,92400,2,0.05,184800,175560,136800,38760
IP12145,01-01-2025,iPhone 15 Pro Max,256GB,White,South,Hyderabad,Online,167800,1,0.2,167800,134240,139700,-5460
IP12146,19-12-2023,iPhone 14,512GB,Red,East,Patna,Store,83700,1,0.05,83700,79515,59700,19815
IP12147,23-10-2024,iPhone 15,256GB,Red,North,Lucknow,Store,86200,1,0.1,86200,77580,69600,7980
IP12148,19-06-2025,iPhone 15 Pro,1TB,Black,South,Bengaluru,Store,125700,1,0.2,125700,100560,94700,5860
IP12149,25-04-2025,iPhone 14,1TB,Gold,East,Kolkata,Store,74500,1,0,74500,74500,59000,15500
IP12150,04-01-2024,iPhone 15 Pro Max,256GB,Red,South,Chennai,Online,162500,2,0.15,325000,276250,271800,4450
IP12151,12-01-2023,iPhone 15 Pro,256GB,White,East,Patna,Store,127600,1,0.05,127600,121220,106600,14620
IP12152,18-03-2025,iPhone 15 Pro Max,256GB,Red,West,Ahmedabad,Online,156000,1,0,156000,156000,131300,24700
IP12153,23-03-2024,iPhone 13,128GB,Black,North,Delhi,Store,72100,1,0,72100,72100,55600,16500
IP12154,26-11-2023,iPhone 14 Pro,512GB,White,South,Bengaluru,Store,113200,1,0,113200,113200,94500,18700
IP12155,08-07-2024,iPhone 14 Pro,512GB,Gold,East,Patna,Store,114900,1,0.05,114900,109155,93600,15555
IP12156,18-01-2025,iPhone 14 Pro,512GB,Black,South,Bengaluru,Online,111400,1,0.15,111400,94690,79700,14990
IP12157,22-01-2023,iPhone 13,1TB,White,East,Bhubaneswar,Store,69900,1,0.05,69900,66405,52800,13605
IP12158,07-05-2025,iPhone 13,256GB,Red,North,Delhi,Online,63000,2,0.15,126000,107100,90400,16700
IP12159,10-09-2023,iPhone 15,1TB,Red,South,Bengaluru,Store,89800,1,0.15,89800,76330,70100,6230
IP12160,12-11-2023,iPhone 15 Pro,256GB,Red,North,Chandigarh,Store,149200,1,0.1,149200,134280,122500,11780
IP12161,17-02-2025,iPhone 13,512GB,Black,South,Bengaluru,Store,65200,1,0.15,65200,55420,52500,2920
IP12162,12-10-2024,iPhone 14,128GB,Silver,South,Hyderabad,Store,82300,1,0.1,82300,74070,65800,8270
IP12163,26-05-2023,iPhone 15 Pro Max,128GB,Blue,East,Kolkata,Store,168400,2,0.05,336800,319960,252800,67160
IP12164,08-05-2023,iPhone 14 Pro,512GB,White,West,Ahmedabad,Online,125200,1,0.15,125200,106420,89200,17220
IP12165,30-11-2024,iPhone 14 Pro,256GB,Black,South,Hyderabad,Store,126900,1,0.1,126900,114210,103900,10310
IP12166,19-02-2024,iPhone 15,1TB,Blue,North,Chandigarh,Store,90500,2,0,181000,181000,134000,47000
IP12167,21-02-2025,iPhone 14 Pro,128GB,White,North,Lucknow,Online,116600,2,0.1,233200,209880,194600,15280
IP12168,25-03-2025,iPhone 15,256GB,Red,East,Patna,Online,93400,1,0.1,93400,84060,66600,17460
IP12169,16-08-2024,iPhone 15 Pro Max,1TB,Blue,West,Ahmedabad,Store,149600,2,0.15,299200,254320,228600,25720
IP12170,25-03-2023,iPhone 15 Pro Max,512GB,White,West,Ahmedabad,Store,152500,1,0.2,152500,122000,110200,11800
IP12171,28-08-2024,iPhone 14,1TB,Blue,West,Mumbai,Store,72000,1,0,72000,72000,56400,15600
IP12172,11-01-2024,iPhone 15 Pro Max,512GB,Gold,North,Delhi,Online,153300,1,0,153300,153300,116200,37100
IP12173,26-07-2024,iPhone 14,128GB,White,West,Mumbai,Online,83400,2,0.2,166800,133440,118600,14840
IP12174,31-01-2024,iPhone 14,128GB,Black,North,Lucknow,Online,81200,1,0.1,81200,73080,66500,6580
IP12175,17-01-2024,iPhone 15 Pro,128GB,White,East,Bhubaneswar,Store,130400,1,0,130400,130400,108400,22000
IP12176,15-12-2024,iPhone 15 Pro,128GB,Black,South,Bengaluru,Online,121900,1,0.05,121900,115805,95800,20005
IP12177,27-07-2023,iPhone 13,128GB,Black,East,Bhubaneswar,Online,69500,2,0.05,139000,132050,115600,16450
IP12178,06-12-2024,iPhone 13,128GB,Red,West,Ahmedabad,Online,67900,1,0.15,67900,57715,56400,1315
IP12179,09-08-2024,iPhone 14,1TB,Gold,South,Chennai,Store,83000,1,0.2,83000,66400,64500,1900
IP12180,28-04-2025,iPhone 13,1TB,White,North,Delhi,Online,60200,1,0.05,60200,57190,44800,12390
IP12181,12-10-2023,iPhone 14 Pro,256GB,Gold,South,Hyderabad,Online,123600,2,0,247200,247200,202600,44600
IP12182,28-06-2025,iPhone 14,256GB,Blue,South,Bengaluru,Store,76200,1,0.2,76200,60960,62500,-1540
IP12183,10-03-2025,iPhone 14 Pro,1TB,Gold,West,Mumbai,Store,122100,1,0.1,122100,109890,97600,12290
IP12184,25-02-2023,iPhone 14 Pro,256GB,Gold,North,Lucknow,Store,125300,1,0.1,125300,112770,93200,19570
IP12185,31-10-2024,iPhone 14,128GB,Black,North,Chandigarh,Store,70400,1,0,70400,70400,53300,17100
IP12186,28-01-2024,iPhone 15 Pro,1TB,Black,East,Kolkata,Online,132200,1,0.1,132200,118980,108800,10180
IP12187,07-08-2024,iPhone 15 Pro,512GB,Silver,North,Lucknow,Store,128000,1,0.1,128000,115200,102300,12900
IP12188,17-06-2023,iPhone 15,512GB,Silver,East,Patna,Store,85100,1,0.1,85100,76590,62500,14090
IP12189,30-05-2023,iPhone 15,512GB,Gold,South,Bengaluru,Online,83300,1,0,83300,83300,69000,14300
IP12190,13-12-2024,iPhone 15 Pro Max,512GB,Red,East,Patna,Store,144600,2,0.15,289200,245820,221400,24420
IP12191,07-01-2023,iPhone 15,1TB,Red,South,Bengaluru,Store,87000,2,0.15,174000,147900,142000,5900
IP12192,02-07-2024,iPhone 13,256GB,Blue,East,Bhubaneswar,Online,73300,1,0.15,73300,62305,56000,6305
IP12193,03-12-2023,iPhone 14 Pro,128GB,Red,South,Bengaluru,Online,124400,1,0.05,124400,118180,93400,24780
IP12194,16-01-2024,iPhone 13,128GB,Red,East,Kolkata,Store,74400,1,0.1,74400,66960,57400,9560
IP12195,30-11-2024,iPhone 14,128GB,Red,East,Kolkata,Store,73400,1,0.2,73400,58720,56000,2720
IP12196,18-05-2024,iPhone 14 Pro,256GB,White,East,Bhubaneswar,Store,114000,2,0.15,228000,193800,183800,10000
IP12197,06-02-2024,iPhone 15,256GB,Red,North,Chandigarh,Online,93300,2,0,186600,186600,156800,29800
IP12198,28-06-2024,iPhone 14 Pro,1TB,Gold,West,Mumbai,Online,129100,1,0.2,129100,103280,101400,1880
IP12199,28-09-2024,iPhone 15,256GB,Red,East,Kolkata,Store,91100,1,0.05,91100,86545,73100,13445
IP12200,30-11-2024,iPhone 14 Pro,512GB,Silver,East,Bhubaneswar,Online,128700,1,0.2,128700,102960,98000,4960
IP12201,08-09-2024,iPhone 14,512GB,Blue,West,Ahmedabad,Online,71700,2,0.1,143400,129060,107000,22060
IP12202,12-03-2023,iPhone 15 Pro,1TB,Black,North,Chandigarh,Store,125200,2,0.15,250400,212840,192200,20640
IP12203,08-09-2024,iPhone 14,256GB,Blue,South,Chennai,Store,72700,1,0.1,72700,65430,61800,3630
IP12204,01-03-2023,iPhone 15 Pro,512GB,Gold,West,Ahmedabad,Online,121900,1,0.05,121900,115805,88300,27505
IP12205,04-08-2024,iPhone 14 Pro,256GB,Silver,South,Bengaluru,Store,111600,1,0.2,111600,89280,91400,-2120
IP12206,15-12-2023,iPhone 15,128GB,Blue,North,Chandigarh,Online,88400,2,0.2,176800,141440,130000,11440
IP12207,26-04-2025,iPhone 14 Pro,128GB,Gold,East,Patna,Store,116600,2,0,233200,233200,167200,66000
IP12208,28-01-2023,iPhone 15,1TB,White,West,Ahmedabad,Online,92100,2,0.1,184200,165780,133400,32380
IP12209,29-03-2025,iPhone 13,1TB,White,South,Hyderabad,Online,64300,1,0.1,64300,57870,45200,12670
IP12210,30-09-2024,iPhone 14 Pro,1TB,Gold,South,Chennai,Store,134700,1,0.15,134700,114495,97100,17395
IP12211,07-02-2025,iPhone 14 Pro,256GB,Silver,South,Hyderabad,Online,122000,1,0.1,122000,109800,96400,13400
IP12212,07-07-2023,iPhone 15 Pro Max,128GB,Silver,South,Hyderabad,Store,161900,1,0.05,161900,153805,132200,21605
IP12213,29-06-2024,iPhone 15,1TB,Silver,North,Chandigarh,Store,92100,2,0.05,184200,174990,144600,30390
IP12214,12-01-2025,iPhone 14,512GB,Black,North,Lucknow,Store,82400,1,0,82400,82400,59200,23200
IP12215,29-11-2023,iPhone 14 Pro,1TB,White,East,Bhubaneswar,Store,117900,2,0.2,235800,188640,174200,14440
IP12216,23-06-2024,iPhone 14,1TB,Blue,North,Chandigarh,Store,84400,2,0.1,168800,151920,123000,28920
IP12217,18-10-2024,iPhone 14,1TB,Blue,South,Hyderabad,Online,77900,1,0.1,77900,70110,61300,8810
IP12218,06-03-2025,iPhone 13,128GB,Black,West,Ahmedabad,Store,63300,1,0.1,63300,56970,49400,7570
IP12219,16-11-2023,iPhone 14,512GB,Silver,East,Bhubaneswar,Online,82000,1,0.15,82000,69700,69200,500
IP12220,03-06-2024,iPhone 15 Pro Max,512GB,Red,South,Chennai,Online,150000,1,0.1,150000,135000,109000,26000
IP12221,10-12-2024,iPhone 14 Pro,128GB,Gold,North,Lucknow,Online,111300,1,0.15,111300,94605,89000,5605
IP12222,13-07-2024,iPhone 13,128GB,White,South,Bengaluru,Online,67200,1,0.05,67200,63840,47600,16240
IP12223,22-12-2023,iPhone 13,512GB,Blue,West,Mumbai,Store,74000,1,0.1,74000,66600,58400,8200
IP12224,03-08-2023,iPhone 13,1TB,Red,North,Lucknow,Store,72000,1,0.15,72000,61200,60900,300
IP12225,11-05-2025,iPhone 15 Pro Max,256GB,Gold,North,Delhi,Store,162400,1,0.05,162400,154280,133400,20880
IP12226,06-12-2024,iPhone 13,512GB,White,South,Bengaluru,Online,67800,2,0,135600,135600,108600,27000
IP12227,26-01-2025,iPhone 15 Pro Max,256GB,Red,North,Delhi,Online,148700,1,0.05,148700,141265,106100,35165
IP12228,22-02-2023,iPhone 14,256GB,Gold,West,Pune,Store,74800,1,0.15,74800,63580,62500,1080
